status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
4,30,4,3,5954,1,4,3,2,2,3,38,3,2,1,3,2,1,2,1
2,48,1,9,6416,1,5,4,1,3,4,59,3,1,1,3,2,1,2,0
2,12,4,2,3617,1,5,1,1,4,3,28,3,1,3,3,2,2,2,1
4,12,4,3,1291,1,3,4,1,2,2,35,3,2,2,3,2,1,2,1
3,24,4,9,1275,4,3,2,1,4,1,36,3,2,2,3,2,2,2,1
4,24,2,2,3972,1,4,2,1,4,2,25,3,1,1,3,2,2,2,1
4,15,4,2,3343,1,3,4,1,2,4,28,3,3,1,3,2,2,2,1
3,15,2,6,392,1,2,4,1,4,2,23,3,1,1,3,2,2,2,1
4,9,4,0,2134,1,3,4,1,4,3,48,3,2,3,3,2,2,2,1
4,30,4,3,5771,1,4,4,1,2,3,25,3,2,2,3,2,1,2,1
4,24,4,9,4526,1,3,3,1,2,1,74,3,2,1,4,2,2,2,1
4,15,4,2,2788,1,4,2,2,3,3,24,1,2,2,3,2,1,2,1
4,6,4,3,1382,1,3,1,1,1,3,28,3,2,2,3,2,2,2,1
3,36,2,3,5848,1,3,4,1,1,3,24,3,2,1,3,2,1,2,1
1,12,2,0,1228,1,3,4,1,2,1,24,3,2,1,2,2,1,2,0
3,12,2,3,1297,1,3,3,1,4,1,23,3,1,1,3,2,1,2,1
4,24,2,3,1552,1,4,3,1,1,3,32,1,2,1,3,1,1,2,1
4,12,2,3,1963,1,4,4,1,2,3,31,3,1,2,4,1,2,2,1
4,24,2,3,3235,3,5,3,1,2,3,36,3,2,1,4,2,2,2,1
4,24,4,9,4139,2,3,3,1,3,2,27,3,2,2,2,2,2,2,1
2,12,4,1,1804,2,2,3,1,4,2,44,3,2,1,3,2,1,2,1
4,18,2,9,1950,1,4,4,1,1,3,34,2,2,2,3,2,2,2,1
4,48,3,3,12749,3,4,4,1,1,3,37,3,2,1,4,2,2,2,1
4,9,2,4,1236,1,2,1,1,4,1,23,3,1,1,3,2,2,2,1
4,18,4,0,1055,1,2,4,1,1,2,30,3,2,2,3,2,1,2,1
1,30,0,9,8072,5,2,2,1,3,3,25,1,2,3,3,2,1,2,1
4,30,4,3,2831,1,3,4,1,2,3,33,3,2,1,3,2,2,2,1
4,9,2,9,1449,1,4,3,1,2,3,27,3,2,2,3,2,1,2,1
4,36,2,9,5742,2,4,2,1,2,3,31,3,2,2,3,2,2,2,1
4,12,2,0,2390,5,5,4,1,3,3,50,3,2,1,3,2,2,2,1
4,24,2,3,3430,3,5,3,1,2,3,31,3,2,1,3,1,2,2,1
2,36,2,6,2273,1,4,3,1,1,3,32,3,2,2,3,1,1,2,1
3,21,2,0,2923,2,3,1,1,1,3,28,1,2,1,4,2,2,2,1
4,24,2,3,1901,2,3,4,1,4,3,29,3,1,1,4,2,2,2,1
2,36,2,6,3711,5,3,2,1,2,3,27,3,2,1,3,2,1,2,1
2,48,2,0,8487,5,4,1,1,2,3,24,3,2,1,3,2,1,2,1
4,24,2,0,2255,5,2,4,1,1,2,54,3,2,1,3,2,1,2,1
4,12,2,3,1262,1,3,3,1,2,3,25,3,2,1,3,2,1,2,1
4,33,4,1,7253,1,4,3,1,2,3,35,3,2,2,4,2,2,2,1
4,6,4,0,6761,1,4,1,1,3,4,45,3,2,2,4,1,2,2,1
4,18,4,2,1817,1,3,4,1,2,4,28,3,2,2,3,2,1,2,1
4,12,2,3,2141,2,4,3,1,1,4,35,3,2,1,3,2,1,2,1
4,48,1,9,3609,1,3,1,1,1,1,27,2,2,1,3,2,1,2,1
4,30,2,3,2333,3,5,4,1,2,3,30,1,2,1,4,2,1,2,1
4,28,1,1,7824,5,2,3,3,4,1,40,1,1,2,3,1,2,2,1
3,18,1,3,1445,5,4,4,1,4,3,49,1,2,1,2,2,1,2,1
1,24,2,2,7721,5,2,1,1,2,2,30,3,2,1,3,2,2,1,1
1,21,2,0,3763,5,4,2,2,2,1,24,3,2,1,2,2,1,1,1
2,18,2,9,4439,1,5,1,2,1,1,33,1,2,1,4,2,2,2,1
1,12,2,3,1107,1,3,2,1,2,1,20,3,1,1,4,1,2,2,1
2,15,2,3,1444,5,2,4,1,1,2,23,3,2,1,3,2,1,2,1
2,48,1,0,12169,5,1,4,2,4,4,36,3,3,1,4,2,2,2,1
4,9,2,3,2753,2,5,3,2,4,3,35,3,2,1,3,2,2,2,1
3,4,2,0,1494,5,2,1,1,2,1,29,3,2,1,2,1,1,1,1
1,24,1,2,2828,3,3,4,1,4,1,22,2,2,1,3,2,2,2,1
1,24,1,2,2483,3,3,4,1,4,1,22,2,2,1,3,2,2,2,1
3,6,4,0,1299,1,3,1,1,1,1,74,3,2,3,1,1,1,1,1
2,9,2,0,1549,5,2,4,1,2,1,35,3,2,1,1,2,1,2,1
3,10,2,0,3949,1,2,1,3,1,2,37,3,2,1,2,1,1,2,1
4,10,2,1,2901,5,2,1,1,4,1,31,3,1,1,3,2,1,2,1
3,6,2,0,709,4,2,2,1,2,1,27,3,2,1,1,2,1,1,1
1,47,2,0,10722,1,2,1,1,1,1,35,3,2,1,2,2,2,2,1
4,10,2,0,1287,5,5,4,2,2,2,45,3,2,1,2,2,1,1,1
1,18,1,3,1940,1,2,3,2,4,4,36,1,3,1,4,2,2,2,1
3,30,4,3,3656,5,5,4,1,4,2,49,2,2,2,2,2,1,2,1
4,24,3,1,4679,1,4,3,1,3,3,35,3,2,2,2,2,2,2,1
4,27,3,1,8613,4,3,2,1,2,3,27,3,2,2,3,2,1,2,1
1,18,2,2,2659,4,3,4,1,2,3,28,3,2,1,3,2,1,2,1
4,24,4,3,1516,4,3,4,1,1,1,43,3,2,2,2,2,1,2,1
1,18,2,0,4380,2,3,3,1,4,3,35,3,2,1,2,1,2,2,1
4,14,3,0,802,1,3,4,1,2,3,27,3,2,2,2,2,1,2,1
4,21,2,9,1572,4,5,4,1,4,1,36,1,2,1,2,2,1,2,1
2,48,1,9,3566,2,4,4,1,2,3,30,3,2,1,3,2,1,2,1
4,24,2,3,1278,1,5,4,1,1,1,36,3,2,1,4,2,2,2,1
4,6,0,3,426,1,5,4,1,4,3,39,3,2,1,2,2,1,2,1
4,39,2,1,8588,2,5,4,1,2,3,45,3,2,1,4,2,2,2,1
1,30,2,1,3857,1,3,4,1,4,2,40,3,2,1,4,2,2,2,1
2,12,2,0,685,1,4,2,1,3,3,25,1,2,1,2,2,1,2,0
1,24,2,3,1603,1,5,4,1,4,3,55,3,2,1,3,2,1,2,1
4,21,2,2,2241,1,5,4,1,2,1,50,3,2,2,3,2,1,2,1
1,24,2,3,2384,1,5,4,1,4,1,64,1,1,1,2,2,1,2,1
4,4,2,2,601,1,2,1,1,3,1,23,3,1,1,2,1,1,2,1
4,39,2,1,2569,3,3,4,1,4,3,24,3,2,1,3,2,1,2,1
4,15,4,3,1316,3,3,2,1,2,2,47,3,2,2,2,2,1,2,1
4,60,2,0,10366,1,5,2,1,4,2,42,3,2,1,4,2,2,2,1
4,18,2,9,1568,2,3,3,1,4,2,24,3,1,1,2,2,1,2,1
4,18,4,3,629,3,5,4,1,3,2,32,1,2,2,4,2,2,2,1
4,6,1,3,1750,3,5,2,1,4,2,45,1,2,1,2,1,1,2,1
4,24,2,1,3488,2,4,3,1,4,3,23,3,2,1,3,2,1,2,1
4,18,4,3,1800,1,3,4,1,2,3,24,3,2,2,3,2,1,2,1
4,24,3,2,4151,2,3,2,1,3,2,35,3,2,2,3,2,1,2,1
2,15,2,5,2631,2,3,3,1,2,1,25,3,2,1,2,2,1,2,1
4,21,2,1,5248,5,3,1,1,3,3,26,3,2,1,3,2,1,2,1
2,18,3,0,2899,5,5,4,1,4,3,43,3,2,1,3,1,1,2,1
2,18,3,5,6204,1,3,2,1,4,1,44,3,2,1,2,1,2,2,1
4,12,2,3,804,1,5,4,1,4,3,38,3,2,1,3,2,1,2,1
4,36,2,3,3595,1,5,4,1,2,3,28,3,2,1,3,2,1,2,1
4,36,4,1,5711,4,5,4,1,2,3,38,3,2,2,4,2,2,2,1
3,15,2,9,2687,1,4,2,1,4,2,26,3,1,1,3,2,2,2,1
1,15,3,2,3643,1,5,1,1,4,2,27,3,2,2,2,2,1,2,1
4,10,4,2,2146,1,2,1,1,3,1,23,3,1,2,3,2,1,2,1
1,10,2,3,2315,1,5,3,1,4,1,52,3,2,1,2,2,1,2,1
4,5,2,9,3448,1,4,1,1,4,1,74,3,2,1,2,2,1,2,1
4,15,2,2,2708,1,2,2,1,3,2,27,1,2,2,2,2,1,2,1
4,11,4,0,1393,1,2,4,1,4,3,35,3,2,2,4,2,1,2,1
3,10,2,2,1275,1,2,4,1,2,2,23,3,2,1,3,2,1,2,1
4,9,2,2,1313,1,5,1,1,4,3,20,3,2,1,3,2,1,2,1
4,12,2,3,1493,1,2,4,1,3,3,34,3,2,1,3,1,1,2,1
4,22,2,3,2675,3,5,3,1,4,3,40,3,2,1,3,2,1,2,1
2,9,2,3,2118,1,3,2,1,2,1,37,3,2,1,2,1,1,2,1
4,36,2,0,909,3,5,4,1,4,2,36,3,2,1,3,2,1,2,1
4,12,4,2,1258,1,2,2,1,4,2,22,3,1,2,2,2,1,2,1
4,15,1,3,1569,2,5,4,1,4,3,34,1,2,1,2,1,1,2,1
4,6,2,1,1236,3,3,2,1,4,2,50,3,1,1,3,2,1,2,1
4,36,3,2,7678,3,4,2,1,4,3,40,3,2,2,3,2,2,2,1
4,6,2,5,660,3,4,2,1,4,1,23,3,1,1,2,2,1,2,1
4,24,2,2,2835,3,5,3,1,4,2,53,3,2,1,3,2,1,2,1
4,24,2,1,2670,1,5,4,1,4,3,35,3,2,1,4,2,2,2,1
4,12,1,8,3447,3,3,4,1,3,1,35,3,2,1,2,1,1,2,1
4,15,2,3,3568,1,5,4,1,2,3,54,1,1,1,4,2,2,2,1
2,21,4,9,3652,1,4,2,1,3,2,27,3,2,2,3,2,1,2,1
1,24,2,3,3660,1,3,2,1,4,3,28,3,2,1,3,2,1,2,1
3,9,2,3,1126,2,5,2,1,4,1,49,3,2,1,3,2,1,2,1
3,6,3,3,683,1,2,2,1,1,2,29,1,2,1,3,2,1,2,1
3,12,2,2,2251,1,3,1,1,2,3,46,3,2,1,2,2,1,2,1
4,12,2,1,4675,5,2,1,1,4,3,20,3,1,1,3,2,1,2,1
2,21,3,0,2353,1,3,1,1,4,2,47,3,2,2,3,2,1,2,1
1,21,2,3,3357,4,2,4,1,2,3,29,1,2,1,3,2,1,2,1
4,6,2,0,672,1,1,1,1,4,1,54,3,2,1,1,2,2,2,1
1,6,4,3,338,3,5,4,1,4,3,52,3,2,2,3,2,1,2,1
4,9,2,3,2697,1,3,1,1,2,1,32,3,2,1,3,1,1,2,1
4,9,2,0,2507,3,5,2,1,4,4,51,3,3,1,2,2,1,2,1
4,15,3,3,1478,1,3,4,1,3,1,33,1,2,2,3,2,1,2,1
4,12,4,6,3565,5,2,2,1,1,2,37,3,2,2,2,1,1,2,1
4,15,2,2,2221,3,3,2,1,4,3,20,3,1,1,3,2,1,2,1
4,6,4,3,1898,5,3,1,1,2,1,34,3,2,2,2,1,1,2,1
2,6,3,9,1449,2,5,1,1,2,3,31,1,2,2,3,1,1,2,1
4,15,3,2,960,4,4,3,1,2,2,30,3,2,2,3,2,1,2,1
4,36,2,1,8133,1,3,1,1,2,2,30,1,2,1,3,2,1,2,1
4,9,2,2,2301,2,2,2,1,4,2,22,3,1,1,3,2,1,2,1
4,6,3,9,1743,2,3,1,1,2,1,34,3,2,2,2,2,1,2,1
2,12,2,2,983,4,2,1,1,4,1,19,3,1,1,2,2,1,2,1
4,18,3,3,2320,1,1,2,1,3,1,34,3,2,2,3,2,1,2,1
1,12,1,8,339,1,5,4,1,1,3,45,1,2,1,2,2,1,2,1
3,24,2,3,5152,1,4,4,1,2,3,25,1,2,1,3,2,1,2,1
3,24,2,2,3749,1,2,2,1,4,3,26,3,2,1,3,2,1,2,1
4,9,4,3,3074,5,3,1,1,2,1,33,3,2,2,3,1,1,2,1
3,9,2,3,745,1,3,3,1,2,1,28,3,2,1,2,2,1,2,0
4,24,2,0,1469,2,5,4,1,4,1,41,3,1,1,2,2,1,2,1
1,6,2,2,1374,1,3,1,1,2,1,36,1,2,1,2,2,2,2,1
4,6,1,0,783,5,3,1,3,2,1,26,2,2,1,2,1,1,2,1
1,21,2,3,2606,1,2,4,1,4,2,28,3,1,1,4,2,2,2,1
4,54,0,1,9436,5,3,2,1,2,2,39,3,2,1,2,1,1,2,1
4,12,4,3,930,5,5,4,1,4,1,65,3,2,4,3,2,1,2,1
4,48,4,1,2751,5,5,4,1,3,3,38,3,2,2,3,1,2,2,1
4,6,4,0,250,4,3,2,1,2,1,41,1,2,2,2,2,1,2,1
2,24,2,0,1201,1,2,4,1,1,2,26,3,2,1,3,2,1,2,1
1,6,2,0,662,1,2,3,1,4,1,41,3,2,1,2,1,2,2,1
4,15,2,1,1300,5,5,4,1,4,4,45,1,3,1,3,1,1,2,1
4,24,1,9,1559,1,4,4,1,4,3,40,1,2,1,3,2,2,2,1
3,12,2,3,3016,1,3,3,1,1,3,24,3,2,1,3,2,1,2,1
4,15,4,3,1360,1,3,4,1,2,2,31,3,2,2,3,2,1,2,1
4,6,0,0,1204,2,3,4,1,1,4,35,1,1,1,3,2,1,1,1
4,10,2,0,1597,3,3,3,1,2,4,40,3,1,1,2,1,1,1,1
4,12,2,3,2073,2,3,4,2,2,1,28,3,2,1,3,2,1,2,1
4,11,2,9,2142,4,5,1,1,2,1,28,3,2,1,3,2,2,2,1
1,10,4,2,2132,5,2,2,2,3,1,27,3,1,2,3,2,1,1,1
4,10,2,0,1546,1,3,3,1,2,1,31,3,2,1,2,1,1,1,1
4,24,4,0,1287,4,5,4,1,4,1,37,3,2,2,3,2,2,2,1
4,10,2,0,1418,2,3,3,1,2,1,35,3,1,1,2,2,1,1,1
3,6,4,0,1343,1,5,1,1,4,1,46,3,2,2,3,1,1,1,1
4,18,2,0,2662,5,4,4,1,3,2,32,3,2,1,3,2,1,1,1
4,18,4,3,6070,1,5,3,1,4,3,33,3,2,2,3,2,2,2,1
4,24,4,6,1927,5,3,3,1,2,3,33,3,2,2,3,2,2,2,1
4,18,4,3,2404,1,3,2,1,2,3,26,3,2,2,3,2,1,2,1
4,6,4,3,1554,1,4,1,1,2,3,24,3,1,2,3,2,2,2,1
4,22,2,0,1283,5,4,4,1,4,2,25,3,1,1,3,2,1,2,1
4,24,3,0,717,5,5,4,1,4,3,54,3,2,2,3,2,2,2,1
1,24,2,2,1747,1,2,4,2,1,2,24,3,2,1,2,2,1,1,1
1,9,4,5,1288,2,5,3,3,4,1,48,3,2,2,3,1,1,1,1
1,10,4,0,1038,1,4,4,2,3,2,49,3,2,2,3,2,2,2,1
4,10,2,1,2848,2,3,1,2,2,1,32,3,2,1,3,1,1,2,1
4,12,2,1,1413,4,4,3,1,2,2,55,3,2,1,3,2,1,1,1
4,30,4,3,3077,5,5,3,1,2,3,40,3,2,2,3,1,2,2,1
1,24,1,1,3632,1,3,1,3,4,3,22,1,1,1,3,2,1,1,1
4,18,4,1,3229,5,1,2,1,4,4,38,3,2,1,4,2,2,2,1
4,9,2,0,3577,2,3,1,3,2,1,26,3,1,1,3,1,1,1,1
4,12,4,0,682,2,4,4,1,3,3,51,3,2,2,3,2,2,2,1
4,10,2,3,1924,1,3,1,1,4,2,38,3,2,1,3,2,2,1,1
4,10,2,6,727,3,5,4,1,4,4,46,3,3,1,3,2,2,2,1
3,10,4,0,781,1,5,4,1,4,4,63,3,3,2,3,2,2,2,1
1,12,4,0,2121,1,3,4,1,2,2,30,3,2,2,3,2,1,2,1
4,12,4,6,701,1,3,4,1,2,3,32,3,2,2,3,2,1,2,1
4,10,4,2,2069,5,3,2,1,1,3,26,3,2,2,3,2,1,1,1
4,24,2,0,1525,4,4,4,1,3,3,34,3,2,1,3,1,2,2,1
4,48,4,9,7629,5,5,4,1,2,3,46,1,2,2,4,1,1,2,1
1,12,4,0,3499,1,3,3,2,2,1,29,3,2,2,3,2,1,2,0
4,6,2,3,1346,2,5,2,1,4,4,42,1,3,1,3,1,2,2,1
4,36,4,1,10477,5,5,2,1,4,4,42,3,3,2,3,2,1,2,1
1,24,2,1,2924,1,3,3,3,4,4,63,1,2,1,3,1,2,2,1
4,10,4,0,1231,1,5,3,1,4,1,32,3,2,2,2,1,1,1,1
3,18,2,0,1961,1,5,3,1,2,3,23,3,2,1,4,2,1,2,1
4,15,4,0,5045,5,5,1,1,4,3,59,3,2,1,3,2,2,2,1
4,12,4,0,1255,1,5,4,1,4,1,61,3,2,2,2,2,1,2,1
1,12,2,2,1858,1,2,4,1,1,3,22,3,1,1,3,2,1,2,1
4,6,4,2,1221,5,3,1,1,2,2,27,3,2,2,3,2,1,2,1
4,9,2,2,1388,1,3,4,1,2,1,26,3,1,1,3,2,1,2,1
4,12,2,3,2279,5,3,4,1,4,4,37,3,3,1,3,2,2,2,1
4,12,0,2,2759,1,5,2,1,4,2,34,3,2,2,3,2,1,2,1
3,24,2,3,1258,3,3,3,1,3,3,57,3,2,1,2,2,1,2,1
2,12,0,8,1410,1,3,2,1,2,1,31,3,2,1,2,2,2,2,1
1,15,2,0,1403,1,3,2,1,4,3,28,3,1,1,3,2,1,2,1
1,24,2,2,3021,1,3,2,1,2,1,24,3,1,1,2,2,1,2,1
1,24,2,9,6568,1,3,2,1,2,3,21,2,2,1,2,2,1,2,1
4,24,4,3,2578,4,5,2,1,2,3,34,3,2,1,3,2,1,2,1
2,24,4,1,7758,4,5,2,1,4,4,29,3,1,1,3,2,1,2,1
1,6,2,4,343,1,2,4,1,1,1,27,3,2,1,3,2,1,2,1
4,21,3,2,1591,2,4,4,1,3,1,34,3,2,2,4,2,1,2,1
1,27,2,3,3416,1,3,3,1,2,3,27,3,2,1,4,2,1,2,1
1,12,0,5,1108,1,4,4,1,3,1,28,3,2,2,3,2,1,2,0
2,27,3,1,5965,1,5,1,1,2,3,30,3,2,2,4,2,2,2,1
2,15,2,5,1514,2,3,4,3,2,1,22,3,2,1,3,2,1,2,1
4,30,4,3,6742,5,4,2,1,3,2,36,3,2,2,3,2,1,2,1
1,18,2,2,3650,1,2,1,1,4,3,22,3,1,1,3,2,1,2,1
1,21,2,2,3599,1,4,1,1,4,3,26,3,1,1,2,2,1,2,1
4,60,4,0,13756,5,5,2,1,4,4,63,1,3,1,4,2,2,2,1
2,9,2,0,276,1,3,4,1,4,1,22,3,1,1,2,2,1,2,1
4,42,4,2,4041,3,3,4,1,4,1,36,3,2,2,3,2,2,2,1
2,9,2,3,458,1,3,4,1,3,1,24,3,2,1,3,2,1,2,1
2,9,2,2,918,1,3,4,1,1,2,30,3,2,1,3,2,1,2,0
4,24,2,0,7393,1,3,1,1,4,2,43,3,2,1,2,1,1,2,1
3,10,2,4,1225,1,3,2,1,2,3,37,3,2,1,3,2,2,2,1
1,24,2,1,2812,5,5,2,1,4,1,26,3,1,1,3,2,1,2,1
4,15,2,1,3029,1,4,2,1,2,3,33,3,2,1,3,2,1,2,1
3,12,4,0,1480,3,1,2,1,4,4,66,1,3,3,1,2,1,2,1
3,6,4,6,1047,1,3,2,1,4,2,50,3,2,1,2,2,1,2,1
4,15,4,3,1471,1,3,4,1,4,4,35,3,3,2,3,2,2,2,1
4,24,2,2,5511,2,3,4,1,1,3,25,2,2,1,3,2,1,2,1
2,9,2,3,1206,1,5,4,1,4,1,25,3,2,1,3,2,1,2,1
2,24,3,3,6403,1,2,1,1,2,3,33,3,2,1,3,2,1,2,1
4,12,2,3,707,1,3,4,1,2,1,30,1,2,2,3,2,1,2,1
4,12,3,1,1503,1,3,4,1,4,1,41,3,1,1,3,2,1,2,1
2,12,2,0,6078,1,4,2,1,2,3,32,3,2,1,3,2,1,2,1
2,27,2,9,2528,1,2,4,1,1,2,32,3,2,1,3,1,2,2,1
2,12,2,9,1037,2,4,3,1,4,1,39,3,2,1,2,2,1,2,1
1,6,2,1,1352,3,1,1,1,2,2,23,3,1,1,1,2,2,2,1
4,24,2,3,3181,1,2,4,1,4,2,26,3,2,1,3,2,2,2,1
4,18,2,3,4594,1,2,3,1,2,3,32,3,2,1,3,2,2,2,1
2,48,2,10,5381,5,1,3,1,4,4,40,1,3,1,1,2,2,2,1
4,15,2,1,4657,1,3,3,1,2,3,30,3,2,1,3,2,2,2,1
2,9,2,9,1391,1,3,2,1,1,1,27,1,2,1,3,2,2,2,1
2,18,2,9,1913,4,2,3,1,3,1,36,1,2,1,3,2,2,2,1
4,42,2,3,7166,5,4,2,1,4,2,29,3,1,1,3,2,2,2,1
4,13,2,3,1409,2,1,2,1,4,1,64,3,2,1,3,2,1,2,1
4,24,3,9,2978,5,3,4,1,4,1,32,3,2,2,3,1,2,2,1
4,12,4,3,976,5,5,4,1,4,3,35,3,2,2,3,2,1,2,1
4,24,3,9,2375,3,3,4,1,2,3,44,3,2,2,3,1,2,2,1
4,12,4,3,522,3,5,4,1,4,2,42,3,2,2,3,1,2,2,1
4,28,4,3,2743,1,5,4,1,2,3,29,3,2,2,3,2,1,2,1
4,11,4,3,1154,2,1,4,1,4,1,57,3,2,3,2,2,1,2,1
4,24,4,1,5804,4,3,4,1,2,1,27,3,2,2,3,2,1,2,1
4,18,4,3,1169,5,3,4,1,3,2,29,3,2,2,3,2,2,2,1
1,15,4,2,1478,1,5,4,1,4,3,44,3,2,2,3,1,2,2,1
4,12,2,3,776,1,3,4,1,2,1,28,3,2,1,3,2,1,2,1
2,11,4,0,1322,4,3,4,1,4,3,40,3,2,2,3,2,1,2,1
2,16,4,0,1175,1,1,2,1,3,3,68,3,3,3,1,2,2,2,1
4,12,2,0,2133,5,5,4,1,4,4,52,3,3,1,4,2,2,2,1
4,15,4,3,1829,1,5,4,1,4,3,46,3,2,2,3,2,2,2,1
4,12,4,3,717,1,5,4,1,4,1,52,3,2,3,3,2,1,2,1
2,39,3,6,11760,2,4,2,1,3,4,32,3,1,1,3,2,2,2,1
2,9,4,6,1501,1,5,2,1,3,3,34,3,2,2,4,2,2,2,0
1,12,2,6,1200,5,3,4,1,4,2,23,1,1,1,3,2,2,2,1
2,9,2,0,3195,5,3,1,1,2,1,33,3,2,1,2,2,1,2,1
4,30,4,3,4530,1,4,4,1,4,3,26,3,1,1,4,2,2,2,1
4,12,3,5,1555,4,5,4,1,4,4,55,3,3,2,3,1,1,2,0
2,15,4,9,2326,3,3,2,1,4,3,27,1,2,1,3,2,1,2,1
2,18,4,9,1887,5,3,4,1,4,1,28,1,2,2,3,2,1,2,1
4,12,4,9,1264,5,5,4,1,4,4,57,3,1,1,2,2,1,2,1
4,7,3,3,846,5,5,3,1,4,4,36,3,3,1,3,2,1,2,1
4,15,4,6,1532,2,3,4,1,3,3,31,3,2,1,3,2,1,2,1
4,6,3,3,935,1,3,3,1,2,1,24,3,2,1,3,2,1,2,1
1,27,4,9,2442,1,5,4,1,4,3,43,2,2,4,4,1,2,2,1
2,18,4,9,3590,1,1,3,1,3,3,40,3,2,3,1,1,2,2,1
4,21,4,2,2288,1,2,4,1,4,2,23,3,2,1,3,2,2,2,1
4,27,3,9,5117,1,4,3,1,4,3,26,3,2,2,3,2,1,2,1
1,39,4,2,14179,5,4,4,1,4,2,30,3,2,2,4,2,2,2,1
4,15,2,3,1386,5,3,4,1,2,1,40,3,1,1,3,2,2,2,1
4,12,4,3,618,1,5,4,1,4,1,56,3,2,1,3,2,1,2,1
4,12,2,2,1574,1,3,4,1,2,1,50,3,2,1,3,2,1,2,1
4,6,4,3,700,5,5,4,1,4,4,36,3,3,2,3,2,1,2,1
4,12,2,3,886,5,3,4,1,2,3,21,3,2,1,3,2,1,2,1
4,36,2,1,4686,1,3,2,1,2,4,32,3,3,1,4,2,2,2,1
2,9,2,3,790,3,3,4,1,3,1,66,3,2,1,2,2,1,2,1
2,12,2,3,766,3,3,4,1,3,1,66,3,2,1,2,2,1,2,0
1,20,2,2,2212,5,4,4,1,4,3,39,3,2,1,3,2,2,2,1
2,10,2,0,7308,1,1,2,1,4,4,70,1,3,1,4,2,2,2,1
2,24,4,6,5743,1,2,2,1,4,4,24,3,3,2,3,2,2,2,1
1,14,2,0,3973,1,1,1,1,4,4,22,3,3,1,3,2,1,2,1
2,60,3,3,7418,5,3,1,1,1,1,27,3,2,1,2,2,1,2,1
2,20,3,10,2629,1,3,2,1,3,3,29,1,2,2,3,2,2,2,1
2,18,2,9,1941,4,3,4,1,2,2,35,3,2,1,2,2,2,2,1
2,24,3,2,2333,5,2,4,1,2,2,29,1,2,1,2,2,1,2,1
4,12,2,1,2445,5,2,2,1,4,3,26,3,1,1,3,2,2,2,1
2,20,2,1,6468,5,1,1,1,4,1,60,3,2,1,4,2,2,2,1
2,18,4,2,7374,1,1,4,1,4,2,40,2,2,2,4,2,2,2,1
4,15,2,1,3812,2,2,1,1,4,3,23,3,2,1,3,2,2,2,1
1,28,2,0,4006,1,3,3,1,2,3,45,3,2,1,2,2,1,2,0
2,12,2,0,7472,5,1,1,1,2,1,24,3,1,1,1,2,1,2,1
3,12,2,2,1424,5,5,3,1,4,1,55,3,2,1,4,2,2,2,1
2,12,2,1,2028,5,3,4,1,2,3,30,3,2,1,3,2,1,2,1
4,15,2,0,5324,3,5,1,1,4,4,35,3,3,1,3,2,1,2,1
2,36,2,3,2323,1,4,4,1,4,3,24,3,1,1,3,2,1,2,1
4,12,2,6,1393,1,5,4,1,4,2,47,1,2,3,3,1,2,2,1
4,18,2,2,1984,1,3,4,1,4,4,47,1,3,2,3,2,1,2,1
4,24,2,3,999,5,5,4,1,2,3,25,3,2,2,3,2,1,2,1
4,36,2,9,7409,5,5,3,1,2,2,37,3,2,2,3,2,1,2,1
4,15,2,2,2186,5,4,1,1,4,1,33,1,1,1,2,2,1,2,1
3,36,2,3,4473,1,5,4,1,2,3,31,3,2,1,3,2,1,2,1
4,24,2,8,937,1,2,4,1,3,3,27,3,2,2,2,2,1,2,1
4,18,2,2,3422,1,5,4,1,4,2,47,1,2,3,3,1,2,2,1
4,24,2,3,3105,5,2,4,1,2,3,25,3,2,2,3,2,1,2,1
4,12,4,6,2748,1,5,2,1,4,4,57,1,3,3,2,2,1,2,1
2,18,2,5,3872,1,1,2,1,4,3,67,3,2,1,3,2,2,2,1
4,27,2,5,5190,5,5,4,1,4,2,48,3,2,4,3,1,2,2,1
2,18,2,2,3001,1,4,2,1,4,1,40,3,1,1,3,2,1,2,1
4,24,3,9,3863,1,3,1,1,2,4,32,3,3,1,3,2,1,2,1
4,12,4,2,5801,5,5,2,1,4,2,49,3,1,1,3,2,2,1,1
4,12,4,2,1592,4,4,3,1,2,2,35,3,2,1,3,2,1,2,1
4,12,4,9,1185,1,3,3,1,2,1,27,3,2,2,3,2,1,2,1
4,18,4,2,3780,1,2,3,1,2,3,35,3,2,2,4,2,2,2,1
2,18,4,2,3612,1,5,3,1,4,2,37,3,2,1,3,2,2,1,1
4,12,2,9,1076,1,3,2,1,2,1,26,3,2,1,3,2,2,2,1
4,12,2,0,3527,5,2,2,1,3,2,45,3,2,1,4,1,2,2,1
4,18,2,3,2051,1,2,4,1,1,1,33,3,2,1,3,2,1,2,1
4,12,4,2,3331,1,5,2,1,4,2,42,2,2,1,3,2,1,2,1
1,18,0,9,3104,1,4,3,1,1,2,31,1,2,1,3,2,2,2,1
4,24,4,3,2611,1,5,4,2,3,1,46,3,2,2,3,2,1,2,1
1,12,4,1,1409,1,5,4,1,3,1,54,3,2,1,3,2,1,2,1
4,24,2,3,1311,2,4,4,1,3,2,26,3,2,1,3,2,2,2,1
4,6,2,3,2108,1,4,2,1,2,1,29,3,1,1,3,2,1,2,1
